Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Sudan,SSD,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,62.969068274173
South Sudan,SSD,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,67.9137719166254
South Sudan,SSD,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,74.6090602160553
South Sudan,SSD,2021,Number of infant deaths,SH.DTH.IMRT,19678
South Sudan,SSD,2020,Number of infant deaths,SH.DTH.IMRT,19371
South Sudan,SSD,2019,Number of infant deaths,SH.DTH.IMRT,19577
South Sudan,SSD,2018,Number of infant deaths,SH.DTH.IMRT,21293
South Sudan,SSD,2017,Number of infant deaths,SH.DTH.IMRT,23904
South Sudan,SSD,2016,Number of infant deaths,SH.DTH.IMRT,25531
South Sudan,SSD,2015,Number of infant deaths,SH.DTH.IMRT,26777
South Sudan,SSD,2014,Number of infant deaths,SH.DTH.IMRT,27624
South Sudan,SSD,2013,Number of infant deaths,SH.DTH.IMRT,27229
South Sudan,SSD,2012,Number of infant deaths,SH.DTH.IMRT,26811
South Sudan,SSD,2011,Number of infant deaths,SH.DTH.IMRT,26296
South Sudan,SSD,2010,Number of infant deaths,SH.DTH.IMRT,26008
South Sudan,SSD,2009,Number of infant deaths,SH.DTH.IMRT,26129
South Sudan,SSD,2008,Number of infant deaths,SH.DTH.IMRT,26097
South Sudan,SSD,2007,Number of infant deaths,SH.DTH.IMRT,26289
South Sudan,SSD,2006,Number of infant deaths,SH.DTH.IMRT,27058
South Sudan,SSD,2005,Number of infant deaths,SH.DTH.IMRT,28260
South Sudan,SSD,2004,Number of infant deaths,SH.DTH.IMRT,29520
South Sudan,SSD,2003,Number of infant deaths,SH.DTH.IMRT,30839
South Sudan,SSD,2002,Number of infant deaths,SH.DTH.IMRT,31907
South Sudan,SSD,2001,Number of infant deaths,SH.DTH.IMRT,32517
South Sudan,SSD,2000,Number of infant deaths,SH.DTH.IMRT,33047
South Sudan,SSD,1999,Number of infant deaths,SH.DTH.IMRT,33703
South Sudan,SSD,1998,Number of infant deaths,SH.DTH.IMRT,34643
South Sudan,SSD,1997,Number of infant deaths,SH.DTH.IMRT,35552
South Sudan,SSD,1996,Number of infant deaths,SH.DTH.IMRT,36056
South Sudan,SSD,1995,Number of infant deaths,SH.DTH.IMRT,36313
South Sudan,SSD,1994,Number of infant deaths,SH.DTH.IMRT,36638
South Sudan,SSD,1993,Number of infant deaths,SH.DTH.IMRT,37147
South Sudan,SSD,1992,Number of infant deaths,SH.DTH.IMRT,37663
South Sudan,SSD,1991,Number of infant deaths,SH.DTH.IMRT,37790
South Sudan,SSD,1990,Number of infant deaths,SH.DTH.IMRT,38343
South Sudan,SSD,1989,Number of infant deaths,SH.DTH.IMRT,39449
South Sudan,SSD,1988,Number of infant deaths,SH.DTH.IMRT,40039
South Sudan,SSD,1987,Number of infant deaths,SH.DTH.IMRT,40152
South Sudan,SSD,1986,Number of infant deaths,SH.DTH.IMRT,39864
South Sudan,SSD,1985,Number of infant deaths,SH.DTH.IMRT,38798
South Sudan,SSD,1984,Number of infant deaths,SH.DTH.IMRT,37236
South Sudan,SSD,1983,Number of infant deaths,SH.DTH.IMRT,35568
South Sudan,SSD,1982,Number of infant deaths,SH.DTH.IMRT,34540
South Sudan,SSD,1981,Number of infant deaths,SH.DTH.IMRT,34337
South Sudan,SSD,1980,Number of infant deaths,SH.DTH.IMRT,34191
South Sudan,SSD,1979,Number of infant deaths,SH.DTH.IMRT,34037
South Sudan,SSD,2019,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.7549011322041
South Sudan,SSD,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.7486786530679
South Sudan,SSD,2010,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.52678266162692
South Sudan,SSD,2000,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.55568439906478
South Sudan,SSD,2021,Number of under-five deaths,SH.DTH.MORT,31312
South Sudan,SSD,2020,Number of under-five deaths,SH.DTH.MORT,31854
South Sudan,SSD,2019,Number of under-five deaths,SH.DTH.MORT,33058
South Sudan,SSD,2018,Number of under-five deaths,SH.DTH.MORT,35652
South Sudan,SSD,2017,Number of under-five deaths,SH.DTH.MORT,38707
South Sudan,SSD,2016,Number of under-five deaths,SH.DTH.MORT,40437
South Sudan,SSD,2015,Number of under-five deaths,SH.DTH.MORT,41430
South Sudan,SSD,2014,Number of under-five deaths,SH.DTH.MORT,41736
South Sudan,SSD,2013,Number of under-five deaths,SH.DTH.MORT,40819
South Sudan,SSD,2012,Number of under-five deaths,SH.DTH.MORT,40063
South Sudan,SSD,2011,Number of under-five deaths,SH.DTH.MORT,39517
South Sudan,SSD,2010,Number of under-five deaths,SH.DTH.MORT,39465
South Sudan,SSD,2009,Number of under-five deaths,SH.DTH.MORT,40060
South Sudan,SSD,2008,Number of under-five deaths,SH.DTH.MORT,40656
South Sudan,SSD,2007,Number of under-five deaths,SH.DTH.MORT,41686
South Sudan,SSD,2006,Number of under-five deaths,SH.DTH.MORT,43323
South Sudan,SSD,2005,Number of under-five deaths,SH.DTH.MORT,45338
South Sudan,SSD,2004,Number of under-five deaths,SH.DTH.MORT,47374
South Sudan,SSD,2003,Number of under-five deaths,SH.DTH.MORT,49431
South Sudan,SSD,2002,Number of under-five deaths,SH.DTH.MORT,51272
South Sudan,SSD,2001,Number of under-five deaths,SH.DTH.MORT,52726
South Sudan,SSD,2000,Number of under-five deaths,SH.DTH.MORT,54154
South Sudan,SSD,1999,Number of under-five deaths,SH.DTH.MORT,55644
South Sudan,SSD,1998,Number of under-five deaths,SH.DTH.MORT,57316
South Sudan,SSD,1997,Number of under-five deaths,SH.DTH.MORT,58865
South Sudan,SSD,1996,Number of under-five deaths,SH.DTH.MORT,59928
South Sudan,SSD,1995,Number of under-five deaths,SH.DTH.MORT,60681
South Sudan,SSD,1994,Number of under-five deaths,SH.DTH.MORT,61513
South Sudan,SSD,1993,Number of under-five deaths,SH.DTH.MORT,62592
South Sudan,SSD,1992,Number of under-five deaths,SH.DTH.MORT,63664
South Sudan,SSD,1991,Number of under-five deaths,SH.DTH.MORT,64283
South Sudan,SSD,1990,Number of under-five deaths,SH.DTH.MORT,65194
South Sudan,SSD,1989,Number of under-five deaths,SH.DTH.MORT,66271
South Sudan,SSD,1988,Number of under-five deaths,SH.DTH.MORT,66508
South Sudan,SSD,1987,Number of under-five deaths,SH.DTH.MORT,65944
South Sudan,SSD,1986,Number of under-five deaths,SH.DTH.MORT,64761
South Sudan,SSD,1985,Number of under-five deaths,SH.DTH.MORT,62981
South Sudan,SSD,1984,Number of under-five deaths,SH.DTH.MORT,60880
South Sudan,SSD,1983,Number of under-five deaths,SH.DTH.MORT,58957
South Sudan,SSD,2019,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,27.9405168965776
South Sudan,SSD,2015,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,25.2822524764756
South Sudan,SSD,2010,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,23.5594449637212
South Sudan,SSD,2000,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,17.835256275336
South Sudan,SSD,2021,Number of neonatal deaths,SH.DTH.NMRT,12408
South Sudan,SSD,2020,Number of neonatal deaths,SH.DTH.NMRT,12339
South Sudan,SSD,2019,Number of neonatal deaths,SH.DTH.NMRT,12099
South Sudan,SSD,2018,Number of neonatal deaths,SH.DTH.NMRT,12694
South Sudan,SSD,2017,Number of neonatal deaths,SH.DTH.NMRT,14346
South Sudan,SSD,2016,Number of neonatal deaths,SH.DTH.NMRT,16002
South Sudan,SSD,2015,Number of neonatal deaths,SH.DTH.NMRT,16444
South Sudan,SSD,2014,Number of neonatal deaths,SH.DTH.NMRT,17751
South Sudan,SSD,2013,Number of neonatal deaths,SH.DTH.NMRT,17607
South Sudan,SSD,2012,Number of neonatal deaths,SH.DTH.NMRT,17347
South Sudan,SSD,2011,Number of neonatal deaths,SH.DTH.NMRT,17030
South Sudan,SSD,2010,Number of neonatal deaths,SH.DTH.NMRT,16496
South Sudan,SSD,2009,Number of neonatal deaths,SH.DTH.NMRT,16423
South Sudan,SSD,2008,Number of neonatal deaths,SH.DTH.NMRT,16242
South Sudan,SSD,2007,Number of neonatal deaths,SH.DTH.NMRT,15989
South Sudan,SSD,2006,Number of neonatal deaths,SH.DTH.NMRT,15987
South Sudan,SSD,2005,Number of neonatal deaths,SH.DTH.NMRT,16432
South Sudan,SSD,2004,Number of neonatal deaths,SH.DTH.NMRT,16802
South Sudan,SSD,2003,Number of neonatal deaths,SH.DTH.NMRT,17200
South Sudan,SSD,2002,Number of neonatal deaths,SH.DTH.NMRT,17562
South Sudan,SSD,2001,Number of neonatal deaths,SH.DTH.NMRT,17594
South Sudan,SSD,2000,Number of neonatal deaths,SH.DTH.NMRT,17495
South Sudan,SSD,1999,Number of neonatal deaths,SH.DTH.NMRT,17417
South Sudan,SSD,1998,Number of neonatal deaths,SH.DTH.NMRT,17426
South Sudan,SSD,1997,Number of neonatal deaths,SH.DTH.NMRT,17552
South Sudan,SSD,1996,Number of neonatal deaths,SH.DTH.NMRT,17519
South Sudan,SSD,1995,Number of neonatal deaths,SH.DTH.NMRT,17367
South Sudan,SSD,1994,Number of neonatal deaths,SH.DTH.NMRT,17152
South Sudan,SSD,1993,Number of neonatal deaths,SH.DTH.NMRT,17028
South Sudan,SSD,1992,Number of neonatal deaths,SH.DTH.NMRT,17087
South Sudan,SSD,1991,Number of neonatal deaths,SH.DTH.NMRT,16979
South Sudan,SSD,1990,Number of neonatal deaths,SH.DTH.NMRT,16736
South Sudan,SSD,2021,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,62.5
South Sudan,SSD,2020,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,62.1
South Sudan,SSD,2019,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,61.7
South Sudan,SSD,2018,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,61.2
South Sudan,SSD,2017,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,60.7
South Sudan,SSD,2016,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,60.2
South Sudan,SSD,2015,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,59.6
South Sudan,SSD,2014,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,59.2
South Sudan,SSD,2013,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.8
South Sudan,SSD,2012,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.5
South Sudan,SSD,2011,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.3
South Sudan,SSD,2010,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.3
South Sudan,SSD,2009,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.3
South Sudan,SSD,2008,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.3
South Sudan,SSD,2007,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.3
South Sudan,SSD,2006,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.3
South Sudan,SSD,2005,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.2
South Sudan,SSD,2004,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.2
South Sudan,SSD,2003,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.1
South Sudan,SSD,2002,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58.1
South Sudan,SSD,2001,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,58
South Sudan,SSD,2000,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,57.9
South Sudan,SSD,1999,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,57.7
South Sudan,SSD,1998,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,57.6
South Sudan,SSD,1997,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,57.4
South Sudan,SSD,1996,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,57.1
South Sudan,SSD,1995,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,56.8
South Sudan,SSD,1994,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,56.4
South Sudan,SSD,1993,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,56
South Sudan,SSD,1992,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,55.4
South Sudan,SSD,1991,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,54.7
South Sudan,SSD,1990,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,53.9
South Sudan,SSD,2021,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.1
South Sudan,SSD,2020,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.1
South Sudan,SSD,2019,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2018,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2017,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2016,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2015,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.9
South Sudan,SSD,2014,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.9
South Sudan,SSD,2013,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.9
South Sudan,SSD,2012,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.9
South Sudan,SSD,2011,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.9
South Sudan,SSD,2010,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2009,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2008,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2007,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2006,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2005,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2004,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2003,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2002,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2
South Sudan,SSD,2001,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.9
South Sudan,SSD,2000,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.9
South Sudan,SSD,1999,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.8
South Sudan,SSD,1998,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.7
South Sudan,SSD,1997,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.6
South Sudan,SSD,1996,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.5
South Sudan,SSD,1995,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.3
South Sudan,SSD,1994,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.2
South Sudan,SSD,1993,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.1
South Sudan,SSD,1992,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.9
South Sudan,SSD,1991,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.8
South Sudan,SSD,1990,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6
South Sudan,SSD,2021,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.7
South Sudan,SSD,2020,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.7
South Sudan,SSD,2019,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.7
South Sudan,SSD,2018,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.7
South Sudan,SSD,2017,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.7
South Sudan,SSD,2016,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.7
South Sudan,SSD,2015,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.7
South Sudan,SSD,2014,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.7
South Sudan,SSD,2013,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,99.2
South Sudan,SSD,2012,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,101
South Sudan,SSD,2011,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,104.5
South Sudan,SSD,2010,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,109.1
South Sudan,SSD,2009,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,114.7
South Sudan,SSD,2008,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,120.4
South Sudan,SSD,2007,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,126.7
South Sudan,SSD,2006,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,133.2
South Sudan,SSD,2005,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,140.1
South Sudan,SSD,2004,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,147.5
South Sudan,SSD,2003,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,155.5
South Sudan,SSD,2002,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,164
South Sudan,SSD,2001,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,172.7
South Sudan,SSD,2000,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,181.6
South Sudan,SSD,1999,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,190.4
South Sudan,SSD,1998,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,199
South Sudan,SSD,1997,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,207.4
South Sudan,SSD,1996,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,215
South Sudan,SSD,1995,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,222.1
South Sudan,SSD,1994,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,229
South Sudan,SSD,1993,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,235.4
South Sudan,SSD,1992,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,241.3
South Sudan,SSD,1991,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,246.4
South Sudan,SSD,1990,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,251.2
South Sudan,SSD,1989,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,255.8
South Sudan,SSD,1988,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,260.3
